2,,invalshoeken,niveau van ontsluiting,objectnummer,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,,foto-overleg,beelden klaar,staat te ontsluiten beeld op de R-schijf in groot formaat?,naam beeld(en),vervaardiger,toestemming auteursrecht,Attributie,publicatie op cogent (via europeana),publicatie op erfgoedinzicht,opmerkingen,collectiepresentatie?
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_191-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_191-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_192-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_192-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_193-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_193-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_194-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_194-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_195-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_195-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_196-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_196-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_197-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_197-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_198-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_198-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_199-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_199-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_200-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_200-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_201-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_201-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_202-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_202-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_203-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_203-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_204-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_204-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_205-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_205-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_206-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_206-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_207-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_207-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_208-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_208-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_209-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_209-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_210-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_210-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_211-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_211-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_212-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_212-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_213-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_213-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_214-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_214-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_215-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_215-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_216-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_216-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_217-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_217-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_218-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_218-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_219-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_219-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_220-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_220-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_221-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_221-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_222-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_222-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_223-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_223-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_224-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_224-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_225-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_225-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_226-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_226-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_227-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_227-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_228-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_228-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_229-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_229-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_230-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_230-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_231-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_231-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_232-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_232-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_233-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_233-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_234-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_234-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_235-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_235-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_236-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_236-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_237-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_237-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_238-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_238-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_239-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_239-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_240-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_240-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_241-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_241-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_242-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_242-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_243-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_243-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_244-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_244-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_245-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_245-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_246-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_246-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_247-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_247-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_248-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_248-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_249-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_249-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_250-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_250-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_251-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_251-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_252-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_252-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_253-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_253-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_254-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_254-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_255-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_255-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_256-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_256-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_257-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_257-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_258-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_258-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_259-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_259-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_260-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_260-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_261-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_261-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_262-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_262-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_263-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_263-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_264-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_264-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_265-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_265-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_266-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_266-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_267-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_267-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_268-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_268-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_269-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_269-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_270-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_270-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_271-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_271-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_272-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_272-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_273-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_273-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_274-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_274-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_275-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_275-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_276-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_276-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_277-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_277-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_278-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_278-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_279-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_279-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_280-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_280-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_281-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_281-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_282-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_282-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_283-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_283-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_284-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_284-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_285-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_285-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_286-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_286-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_287-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_287-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_288-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_288-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_289-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_289-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_290-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_290-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_291-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_291-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_292-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_292-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_293-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_293-755$1,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_294-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_294-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_295-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_295-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_296-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_296-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_297-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_297-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_298-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_298-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_299-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_299-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_300-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_300-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_301-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_301-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_302-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_302-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_303-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_303-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_304-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_304-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_305-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_305-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_306-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_306-755$1,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_307-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_307-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_308-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_308-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_309-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_309-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_310-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_310-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_311-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_311-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_312-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_312-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_313-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_313-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_314-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_314-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_315-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_315-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_316-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_316-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_317-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_317-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_318-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_318-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_319-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_319-755$1,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_320-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_320-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_321-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_321-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_322-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_322-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_323-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_323-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_324-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_324-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_325-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_325-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_326-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_326-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_327-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_327-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_328-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_328-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_329-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_329-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_330-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_330-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_331-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_331-755$1,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_332-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_332-755$1,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_333-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_333-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_334-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_334-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_335-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_335-755$1,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_336-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_336-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_337-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_337-755,,,,ok 2023-07-07,nvt,,
Marie,,"jaren 1990;Stockmans, Pieter",enkelvoudig object,1998-0024_338-755,niet-publiek,ok,,,ok,ok,ok,1998-0024_338-755,,,,ok 2023-07-07,nvt,,
