2,,invalshoeken,niveau van ontsluiting,objectnummer,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,,foto-overleg,beelden klaar,staat te ontsluiten beeld op de R-schijf in groot formaat?,naam beeld(en),vervaardiger,toestemming auteursrecht,Attributie,publicatie op cogent (via europeana),publicatie op erfgoedinzicht,opmerkingen,collectiepresentatie?
Thijs,,Tupperware,,TUP-0082,publiek,ok,,,beeld te klein,x,,TUP-0082,,,,,,,
Thijs,,Tupperware,,TUP-0083,publiek,ok,,,ok,ok,,TUP-0083$1;TUP-0083$2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0084,publiek,ok,,,beeld te klein,x,,TUP-0084,,,,,,,
Thijs,,Tupperware,,TUP-0085_0-2,publiek,ok,,,beeld te klein,x,,TUP-0085_0-2,,,,,,,
Thijs,,Tupperware,,TUP-0085_1-2,niet-publiek,ok,,,beeld te klein,x,,TUP-0085_1-2,,,,,,,
Thijs,,Tupperware,,TUP-0085_2-2,niet-publiek,ok,,,beeld te klein,x,,TUP-0085_2-2,,,,,,,
Thijs,,Tupperware,,TUP-0086,publiek,ok,,,"ok, maar eigenlijk net te klein & zwarte achtergrond",x,,TUP-0086$1;TUP-0086$2,,,,,,,
Thijs,,Tupperware,,TUP-0087,publiek,ok,,,beeld verbeteren; ok,ok,,TUP-0087$1,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0088_0-2,publiek,ok,,,"ok, maar foto maken die bij rest past",x,,TUP-0088_0-2,,,,,,,
Thijs,,Tupperware,,TUP-0088_1-2,niet-publiek,ok,,,beeld te klein,x,,TUP-0088_1-2,,,,,,,
Thijs,,Tupperware,,TUP-0088_2-2,niet-publiek,ok,,,beeld te klein,x,,TUP-0088_2-2,,,,,,,
Thijs,,Tupperware,,TUP-0089,publiek,ok,,,ok,ok,,TUP-0089,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0090,publiek,ok,,,ok,ok,,TUP-0090$2;TUP-0090$1,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0091,publiek,ok,,,beeld te klein,x,,TUP-0091$1;TUP-0091$2,,,,,,,
Thijs,,Tupperware,,TUP-0092,publiek,ok,,,ok,ok,,TUP-0092,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0093,publiek,ok,,,onscherp,x,,TUP-0093,,,,,,,
Thijs,,Tupperware,,TUP-0094,publiek,ok,,,beeld verbeteren; ok,ok,,TUP-0094$3;TUP-0094$4,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0095,publiek,ok,,,ok,ok,,TUP-0095,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0096_0-2,publiek,ok,,,"ok, maar foto maken die bij rest past",x,,TUP-0096_0-2,,,,,,,
Thijs,,Tupperware,,TUP-0096_1-2,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0096_2-2,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0097_0-2,publiek,ok,,,ok,ok,,TUP-0097_0-2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0097_1-2,niet-publiek,ok,,,ok,ok,,TUP-0097_1-2,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0097_2-2,niet-publiek,ok,,,ok,ok,,TUP-0097_2-2,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0098,publiek,ok,,,ok,ok,,TUP-0098,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0099,publiek,ok,,,"ok, maar eigenlijk net te klein & zwarte achtergrond",ok,,TUP-0099,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0100,publiek,ok,,,foto maken onderdelen naast elkaar,x,,TUP-0100,,,,,,,
Thijs,,Tupperware,,TUP-0101,publiek,ok,,,ok,ok,,TUP-0101,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0102,publiek,ok,,,ok,ok,,TUP-0102,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0103,publiek,ok,,,ok,ok,,TUP-0103,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0104,publiek,ok,,,ok,ok,,TUP-0104,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0105_0-3,publiek,ok,,,ok,ok,,TUP-0105_0-3,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0105_1-3,niet-publiek,ok,,,ok,ok,,TUP-0105_1-3,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0105_2-3,niet-publiek,ok,,,ok,ok,,TUP-0105_2-3,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0105_3-3,niet-publiek,ok,,,ok,ok,,TUP-0105_3-3,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0106,publiek,ok,,,foto maken zonder deksel,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0107,publiek,ok,,,beeld verbeteren; ok,ok,,TUP-0107$4;TUP-0107$3,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0108,publiek,ok,,,ok,ok,,TUP-0108$1;TUP-0108$2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0109,publiek,ok,,,foto maken twee onderdelen naast elkaar,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0110,publiek,ok,,,ok,ok,,TUP-0110,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0111,publiek,ok,,, 1 beeld witte en 1 zwarte achtergrond,x,,TUP-0111$1;TUP-0111$2,,,,,,,
Thijs,,Tupperware,,TUP-0112_0-6,publiek,ok,,,ok,x,,TUP-0112_0-6$2,,,,,,,
Thijs,,Tupperware,,TUP-0112_1-6,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0112_2-6,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0112_3-6,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0112_4-6,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0112_5-6,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0112_6-6,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0113,publiek,ok,,,ok,ok,,TUP-0113,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0114,publiek,ok,,,foto maken onderkant en zijkant (verschillende functies),x,,,,,,,,,
Thijs,,Tupperware,,TUP-0115_0-2,publiek,ok,,,ok,ok,,TUP-0115_0-2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0115_1-2,niet-publiek,ok,,,ok,ok,,TUP-0115_1-2,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0115_2-2,niet-publiek,ok,,,ok,ok,,TUP-0115_2-2,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0116_0-2,publiek,ok,,,ok,ok,,TUP-0116_0-2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0116_1-2,niet-publiek,ok,,,ok,ok,,TUP-0116_1-2,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0116_2-2,niet-publiek,ok,,,ok,ok,,TUP-0116_2-2,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0117,publiek,ok,,,ok,ok,,TUP-0117$1;TUP-0117$2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0118,publiek,ok,,,ok,ok,,TUP-0118$2;TUP-0118$1,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0119,publiek,ok,,,ok,ok,,TUP-0119$1;TUP-0119$2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0120,publiek,ok,,,ok,ok,,TUP-0120$1;TUP-0120$2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0121,publiek,ok,,,foto maken open & toe,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0122_0-2,publiek,ok,,,foto maken ingedrukt en normaal,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0122_1-2,niet-publiek,ok,,,foto maken ingedrukt en normaal,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0122_2-2,niet-publiek,ok,,,foto maken ingedrukt en normaal,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0123,publiek,SPLITSEN,,,,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0124,publiek,ok,,,ok,ok,,TUP-0124$1,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0125,publiek,ok,,,ok,ok,,TUP-0125,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0126_0-3,publiek,ok,,,beeld te klein,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0126_1-3,niet-publiek,ok,,,foto maken zonder lepel & witte schaal ernaast,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0126_2-3,niet-publiek,ok,,,foto maken zonder lepel & witte schaal ernaast,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0126_3-3,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0127_0-4,publiek,ok,,,ok,ok,,TUP-0127_0-4,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0127_1-4,niet-publiek,ok,,,ok,ok,,TUP-0127_1-4,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0127_2-4,niet-publiek,ok,,,ok,ok,,TUP-0127_2-4,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0127_3-4,niet-publiek,ok,,,ok,ok,,TUP-0127_3-4,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0127_4-4,niet-publiek,ok,,,ok,ok,,TUP-0127_4-4,,,,ok 2024-03-01,nvt,,
Thijs,,Tupperware,,TUP-0128,publiek,ok,,,ok,ok,,TUP-0128,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0129_0-4,publiek,ok,,,"ok, maar foto maken die bij rest past",x,,TUP-0129_0-4,,,,,,,
Thijs,,Tupperware,,TUP-0129_1-4,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0129_2-4,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0129_3-4,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0129_4-4,niet-publiek,ok,,,foto maken,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0130,publiek,ok,,,beeld verbeteren; ok,ok,,TUP-0130$1,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0131,publiek,ok,,,beeld verbeteren; ok,ok,,TUP-0131$1,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0132,publiek,ok,,,beeld verbeteren; ok,ok,,TUP-0132$1,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0134,publiek,ok,,,ok,ok,,TUP-0134,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0135,publiek,ok,,,ok,ok,,TUP-0135$1;TUP-0135$2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0136,publiek,ok,,,foto maken met blauwe kom omgekeerd (opbergen),x,,,,,,,,,
Thijs,,Tupperware,,TUP-0137,publiek,ok,,,ok,ok,,TUP-0137,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0138,publiek,ok,,,foto maken met deksel op,x,,,,,,,,,
Thijs,,Tupperware,,TUP-0139,publiek,ok,,,ok,ok,,TUP-0139,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0140,publiek,ok,,,ok,ok,,TUP-0140$1;TUP-0140$2,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0141,publiek,ok,,,ok,ok,,TUP-0141,,,,ok 2024-03-01,ok 2024-03-01,,
Thijs,,Tupperware,,TUP-0142,publiek,ok,,,"ok, maar nieuw objectnummer",x,,,,,,,,,
Marie,,Partage Plus; art nouveau,,0539,publiek,ok,,,ok,ok,,0539$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,0780,publiek,"pf, zilvermerk(wachten op macrolens, MR ipv MV, Maria Remy?)",,,ok,ok,,0780$1;0780$2;0780$3;0780$4;0780$5,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1402,publiek,ok,,,ok,ok,,1402$1,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1404,publiek,ok,,,ok,ok,,1404$1;1404$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1408,publiek,ok,,,ok,ok,,1408$1;1408$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1416,publiek,ok,,,ok,ok,,1416$1;1416$2;1416$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1418,publiek,ok,,,ok,ok,,1418,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1419,publiek,ok,,,ok,ok,,1419,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1423,publiek,ok,,,ok,ok,,1423$1;1423$2;1423$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1426,publiek,ok,,,ok,ok,,1426$1,,,,ok 2024-07-29,ok 2024-07-29,,
Marie,,Partage Plus; art nouveau,,1427,publiek,ok,,,ok,ok,,1427$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1429,publiek,ok,,,ok,ok,,1429$1;1429$2;1429$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1435,publiek,ok,,,ok,ok,,1435$1;1435$2;1435$3,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1437,publiek,ok,,,ok,ok,,1437,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1438,publiek,ok,,,ok,ok,,1438$10;1438$9,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1451_0-2,publiek,,,nieuwe foto na restauratie,ok,ok,,1451_0-2,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1451_1-2,niet-publiek,,,nieuwe foto na restauratie,ok,ok,,1451_1-2,,,,ok 2023-07-07,nvt,,JA
Marie,,Partage Plus; art nouveau,,1451_2-2,niet-publiek,,,nieuwe foto na restauratie,ok,ok,,1451_2-2,,,,ok 2023-07-07,nvt,,JA
Marie,,Partage Plus; art nouveau,,1458,publiek,ok,,,ok,ok,,1458$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1459,publiek,ok,,,ok,ok,,1459$1;1459$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1460,publiek,ok,,,ok,ok,,1460;1460$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1479,publiek,ok,,,ok,ok,,1479$6,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1482,publiek,ok,,,ok,ok,,1482$1;1482$2,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1489,publiek,ok,,,ok,ok,,1489$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1490,publiek,ok,,,ok,ok,,1490$1;1490$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1495,publiek,ok,,,ok,ok,,1495$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1501,publiek,verwerving,,,ok,ok,,1501$1;1501$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1507,publiek,ok,,,ok,ok,,1507$1;1507$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1515,publiek,ok,,,ok,ok,,1515;1515$4,,,,ok,ok,,
Marie,,Partage Plus,,1527,publiek,ok,,,ok,ok,,1527$5;1527$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1532,publiek,verwerving,,,ok,ok,,1532$3;1532$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1533,publiek,ok,,,ok,ok,,1533,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1534,publiek,ok,,,ok,ok,,1534;1534$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1535,publiek,ok,,,ok,ok,,1535$1;1535$2,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1544,publiek,datering (etiket aanwezig?),,,ok,ok,,1544$1;1544$2;1544$5,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1553,publiek,ok,,,ok,ok,,1553$1;1553$2;1553$3;1553$5,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1557,publiek,verwerving,,,ok,ok,,1557$1;1557$2;1557$3;1557$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1562,publiek,verwerving,,,ok,ok,,1562$1;1562$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1575,publiek,,,,ok,ok,,1575,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1608,publiek,ok,,,ok,ok,,1608;1608$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1643,publiek,verwerving,,,ok,ok,,1643$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1644,publiek,verwerving,,,ok,ok,,1644$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0223,publiek,beschrijving,,,ok,ok,,1976-0223$1;1976-0223$2,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1976-0224,publiek,beschrijving (Finch),,,ok,ok,,1976-0224$1;1976-0224$2;1976-0224$5,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0225_0-2,publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen;ok,nummer,,1976-0225_0-2$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0225_1-2,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0225_1-2$2,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0225_2-2,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0225_2-2$2,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0226_0-6,publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0226_0-6$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0226_1-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0226_1-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0226_2-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0226_2-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0226_3-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0226_3-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0226_4-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0226_4-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0226_5-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0226_5-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0226_6-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0226_6-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0227,publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0227$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0228_0-2,publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,x,,1976-0228_0-2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0228_1-2,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,x,,1976-0228_1-2$1,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0228_2-2,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,x,,1976-0228_2-2$1,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0229_0-6,publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0229_0-6$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0229_1-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0229_1-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0229_2-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0229_2-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0229_3-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0229_3-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0229_4-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0229_4-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0229_5-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0229_5-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0229_6-6,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0229_6-6$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0230_0-4,publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,x,,1976-0230_0-4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1976-0230_1-4,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0230_1-4$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0230_2-4,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,nummer,,1976-0230_2-4$3,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0230_3-4,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,x,,1976-0230_3-4,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0230_4-4,niet-publiek,ok,,,te klein; nieuwe foto vooraanzicht nemen,x,,1976-0230_4-4,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1976-0246,publiek,beschrijving,,,ok,ok,,1976-0246,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1977-0002,publiek,ok,,,ok,ok,,1977-0002$10;1977-0002$1;1977-0002$8,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1977-0015,publiek,ok,,,ok,ok,,1977-0015$6;1977-0015$1;1977-0015$4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau; Val-Saint-Lambert,,1977-0031,publiek,ok,,,belichting verbeteren; ok,nummer,,1977-0031$2;1977-0031$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1978-0030,publiek,verwerving,,,ok,ok,,1978-0030$1;1978-0030$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1979-0010,publiek,ok,,,ok,ok,,1979-0010$1;1979-0010$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1979-0011,publiek,ok,,,ok,ok,,1979-0011$1;1979-0011$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1980-0292,publiek,ok,,,ok,ok,,1980-0292$3;1980-0292$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1980-0293,publiek,beschrijving (Finch),,,ok,ok,,1980-0293$1;1980-0293$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1980-0301,publiek,ok,,,ok,ok,,1980-0301$1,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1980-0346,publiek,ok,,,ok,ok,,1980-0346$1;1980-0346$3,,,,ok,ok,,
Marie,,Partage Plus; art nouveau; Val-Saint-Lambert,,1981-0001_0-3,publiek,ok,,,belichting verbeteren; ok,nummer,,1981-0001_0-3$3;1981-0001_0-3$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau; Val-Saint-Lambert,,1981-0001_1-3,niet-publiek,ok,,,belichting verbeteren; ok,nummer,,1981-0001_1-3$3;1981-0001_0-3$2,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau; Val-Saint-Lambert,,1981-0001_2-3,niet-publiek,ok,,,belichting verbeteren; ok,nummer,,1981-0001_2-3$1,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau; Val-Saint-Lambert,,1981-0001_3-3,niet-publiek,ok,,,belichting verbeteren; ok,nummer,,1981-0001_3-3$1,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1984-0015,publiek,ok,,,ok,ok,,1984-0015$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1984-0024,publiek,ok,,,belichting verbeteren; ok,nummer,,1984-0024$9,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1985-0001,publiek,ok,,,ok,ok,,1985-0001$6,,,,ok,ok,,JA
Marie,,Partage Plus; art nouveau,,1985-0015,publiek,ok,,,ok,ok,,1985-0015$6;1985-0015$1;1985-0015$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1987-0447,publiek,ok,,,ok,ok,,1987-0447,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1987-0448,publiek,ok,,,ok,ok,,1987-0448,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1987-0449_0-4,publiek,ok,,,ok,ok,,1987-0449_0-4,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1987-0449_1-4,niet-publiek,ok,,,ok,ok,,1987-0449_1-4,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1987-0449_2-4,niet-publiek,ok,,,ok,ok,,1987-0449_2-4,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1987-0449_3-4,niet-publiek,ok,,,ok,ok,,1987-0449_3-4,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1987-0449_4-4,niet-publiek,ok,,,ok,ok,,1987-0449_4-4,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1987-0472,publiek,ok,,,ok,ok,,1987-0472$1,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1987-0529_0-3,publiek,ok,,,ok,ok,,1987-0529_0-3$1;1987-0529_0-3$2,,,,ok,ok,,
Marie,,Partage Plus; art nouveau,,1987-0529_1-3,niet-publiek,ok,,,ok,ok,,1987-0529_1-3$1,,,,ok 2023-07-07,nvt,,
Marie,,Partage Plus; art nouveau,,1987-0529_2-3,niet-publiek,ok,,,ok,ok,,1987-0529_2-3$1,,,,ok 2023-07-07,nvt,,
